local_ts,session_id,sequence,sample_rate_hz,watch_sent_at,phone_received_at,source,ts,ax,ay,az,rx,ry,rz
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202174,0.012985259294509888,-0.0325566828250885,0.024461567401885986,-0.025993967428803444,0.028026515617966652,-0.021424550563097
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202193,0.010460153222084045,-0.006752669811248779,0.015031754970550537,-0.07457854598760605,0.019232872873544693,-0.00667106406763196
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202213,0.01224769651889801,0.01554502546787262,-0.002633810043334961,-0.014119996689260006,0.013506771996617317,0.004740048199892044
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202233,-0.0010430514812469482,0.00626431405544281,0.003034532070159912,0.012397097423672676,0.007037763483822346,0.005984010640531778
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202253,0.0054354071617126465,-0.005788907408714294,0.004927456378936768,-0.013155132532119751,-0.0017969696782529354,-0.001073579303920269
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202273,0.038012027740478516,-0.009836092591285706,0.006847560405731201,-0.05868479982018471,-0.1538790762424469,0.03907021880149841
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202297,0.14619514346122742,-0.0015368908643722534,0.013419508934020996,-0.004039665684103966,-0.08132477849721909,0.007236921694129705
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202314,0.005471184849739075,0.0022613704204559326,0.004916369915008545,-0.004292665049433708,-0.022228475660085678,-0.005184967070817947
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202335,0.012280568480491638,-0.006310984492301941,0.008374571800231934,-0.03485243767499924,-0.030174700543284416,0.002232841681689024
2026-04-30T15:16:42.392233+00:00,S005,0,50,1777562202355,1777562202410,message,1777562202354,0.007723420858383179,-0.0028124451637268066,0.0050675272941589355,-0.03726952522993088,-0.03602981194853783,0.007694718893617392
2026-04-30T15:16:42.942315+00:00,S005,1,50,1777562202555,1777562202640,message,1777562202374,0.0019772201776504517,0.0091877281665802,-0.005667567253112793,0.0023290161043405533,-0.03150730952620506,0.014418029226362705
2026-04-30T15:16:42.942315+00:00,S005,1,50,1777562202555,1777562202640,message,1777562202395,-0.0020131915807724,-0.0030262917280197144,-0.007590830326080322,-0.022368604317307472,-0.029254388064146042,0.011741445399820805
2026-04-30T15:16:42.942315+00:00,S005,1,50,1777562202555,1777562202640,message,1777562202414,0.0023508220911026,-0.013364344835281372,-0.003418564796447754,-0.05714256316423416,-0.027640018612146378,0.0004621592233888805
2026-04-30T15:16:42.942315+00:00,S005,1,50,1777562202555,1777562202640,message,1777562202435,-0.00024269521236419678,-0.013738349080085754,-0.008669793605804443,-0.03703010827302933,-0.022936571389436722,-0.002398927928879857
2026-04-30T15:16:42.942315+00:00,S005,1,50,1777562202555,1777562202640,message,1777562202455,-0.002469867467880249,-0.005244016647338867,-0.009958922863006592,0.008925400674343109,-0.020560119301080704,-0.0015912979142740369
2026-04-30T15:16:42.942315+00:00,S005,1,50,1777562202555,1777562202640,message,1777562202475,-0.0026727616786956787,0.0020253360271453857,-0.005933105945587158,0.01512923650443554,-0.017085036262869835,0.002309114672243595
