local_ts,local_ts_ms,session_id,sequence,sample_rate_hz,watch_sent_at,phone_received_at,server_received_ms,source,ts,ax,ay,az,rx,ry,rz
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735018,-0.05703449249267578,0.10969524085521698,0.10819584131240845,-0.10017921030521393,0.7722286581993103,-0.1876547485589981
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735026,-0.04158499836921692,0.10074256360530853,0.09265196323394775,0.029988378286361694,0.6448118686676025,-0.1486884504556656
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735037,-0.04320821166038513,0.055962786078453064,0.09205079078674316,0.06470241397619247,0.5628966093063354,-0.11551057547330856
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735055,-0.024146556854248047,0.061560675501823425,0.10624921321868896,-0.03440925478935242,0.4668284058570862,-0.06858626753091812
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735075,-0.0057953596115112305,0.043007418513298035,0.10526317358016968,-0.24140451848506927,0.36836087703704834,-0.02121475152671337
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735095,0.02002963423728943,0.02918224036693573,0.10715144872665405,-0.3496883809566498,0.2618691325187683,0.016126547008752823
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735116,0.019584596157073975,0.06938065588474274,0.09478139877319336,-0.060214221477508545,0.17945753037929535,0.020000329241156578
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735137,0.0276242196559906,0.0341673344373703,0.10870742797851562,0.15370818972587585,0.09304138273000717,-0.007588742300868034
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735156,0.023093044757843018,-0.018670618534088135,0.11459571123123169,0.0289382915943861,0.06421221047639847,-0.04627557843923569
2026-05-01T09:12:15.334000+00:00,1777626735334,S009,0,50,1777626735177,1777626735221,1777626735334,message,1777626735176,0.024442583322525024,-0.08730483055114746,0.13300925493240356,-0.46497952938079834,0.0475667305290699,-0.060433581471443176
2026-05-01T09:12:15.435000+00:00,1777626735435,S009,1,50,1777626735377,1777626735434,1777626735435,message,1777626735196,0.0318969190120697,-0.09284965693950653,0.10681736469268799,-0.9091407656669617,0.015136467292904854,-0.05526023358106613
2026-05-01T09:12:15.435000+00:00,1777626735435,S009,1,50,1777626735377,1777626735434,1777626735435,message,1777626735216,0.03169324994087219,-0.07285194098949432,0.06982278823852539,-1.0203090906143188,-0.027611415833234787,-0.05147982016205788
2026-05-01T09:12:15.435000+00:00,1777626735435,S009,1,50,1777626735377,1777626735434,1777626735435,message,1777626735236,0.021931201219558716,-0.02000674605369568,0.07224833965301514,-0.8860855102539062,-0.06112699210643768,-0.07417523115873337
