local_ts,session_id,sequence,sample_rate_hz,watch_sent_at,phone_received_at,source,ts,ax,ay,az,rx,ry,rz
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560199,0.03336021304130554,-0.06283687055110931,-0.05403149127960205,-0.00455125980079174,0.04778740182518959,-0.047270745038986206
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560201,-0.006775997579097748,-0.04735419154167175,-0.004973888397216797,-0.4576084613800049,0.2935393750667572,0.07340480387210846
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560206,-0.06367795914411545,-0.08383938670158386,0.017677247524261475,-0.027607308700680733,0.008872072212398052,0.012028801254928112
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560216,0.05129988491535187,0.05384451150894165,-0.009084701538085938,0.034717582166194916,-0.003519806545227766,0.017319489270448685
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560222,-0.034497275948524475,-0.0597996860742569,0.0067116618156433105,-0.10575723648071289,0.16610004007816315,-0.1391472965478897
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560225,0.254434198141098,0.01749376952648163,0.012157738208770752,-0.027624353766441345,0.12588071823120117,-0.07920199632644653
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560227,-0.020438067615032196,-0.005220875144004822,-0.008751273155212402,0.015998756512999535,0.02339162491261959,0.0009259752696380019
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560230,-0.005352199077606201,-0.019623443484306335,0.012405216693878174,-0.015338126569986343,-0.013250426389276981,0.00394354946911335
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560232,-0.01026972383260727,0.005345672369003296,-0.007992863655090332,0.027129173278808594,-0.002935737371444702,0.009579704143106937
2026-04-30T14:32:40.369813+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,0,50,1777559560237,1777559560358,message,1777559560237,0.0018365979194641113,-0.015472412109375,-0.002415299415588379,-0.021437563002109528,-0.0029686843045055866,0.009085634723305702
2026-04-30T14:32:40.411088+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,1,50,1777559560264,1777559560361,message,1777559560240,-0.008980236947536469,-0.028104335069656372,-0.00510936975479126,-0.03647856414318085,0.00805212277919054,0.01169382780790329
2026-04-30T14:32:40.411088+00:00,E531299C-FBD3-48C1-943E-B7F223629AAE,1,50,1777559560264,1777559560361,message,1777559560242,-0.018077820539474487,-0.014849841594696045,-0.003066718578338623,0.003122638911008835,0.0002914812648668885,0.01037636213004589
