local_ts,local_ts_ms,timestamp,x,y,pressure,dot_type,tilt_x,tilt_y,section,owner,note,page
2026-05-01T09:09:42.127000+00:00,1777626582127,1697906401739,-1,-1,0,PEN_DOWN,0,0,-1,-1,-1,-1
2026-05-01T09:09:42.129000+00:00,1777626582129,1697906401764,18.77,59.9,265,PEN_MOVE,78,129,3,27,746,1
2026-05-01T09:09:42.129000+00:00,1777626582129,1697906401787,18.77,59.91,443,PEN_MOVE,78,127,3,27,746,1
2026-05-01T09:09:42.157000+00:00,1777626582157,1697906401822,18.78,59.94,646,PEN_MOVE,79,114,3,27,746,1
2026-05-01T09:09:42.247000+00:00,1777626582247,1697906401914,18.79,59.96,822,PEN_MOVE,79,113,3,27,746,1
2026-05-01T09:09:42.396000+00:00,1777626582396,1697906402065,18.79,59.97,466,PEN_MOVE,79,124,3,27,746,1
2026-05-01T09:09:42.456000+00:00,1777626582456,1697906402076,18.79,59.97,185,PEN_MOVE,79,126,3,27,746,1
2026-05-01T09:09:42.458000+00:00,1777626582458,1697906402088,18.79,59.96,5,PEN_MOVE,79,141,3,27,746,1
2026-05-01T09:09:42.458000+00:00,1777626582458,1697906402103,-1,-1,0,PEN_UP,0,0,3,27,746,1
2026-05-01T09:09:43.116000+00:00,1777626583116,1697906402744,-1,-1,0,PEN_DOWN,0,0,3,27,746,1
2026-05-01T09:09:43.117000+00:00,1777626583117,1697906402767,18.35,60.04,47,PEN_MOVE,78,153,3,27,746,1
2026-05-01T09:09:43.118000+00:00,1777626583118,1697906402779,18.38,60.03,107,PEN_MOVE,78,142,3,27,746,1
2026-05-01T09:09:43.176000+00:00,1777626583176,1697906402867,-1,-1,0,PEN_UP,0,0,3,27,746,1
2026-05-01T09:09:43.986000+00:00,1777626583986,1697906403613,-1,-1,0,PEN_DOWN,0,0,3,27,746,1
2026-05-01T09:09:43.987000+00:00,1777626583987,1697906403636,18.71,60.06,231,PEN_MOVE,78,128,3,27,746,1
2026-05-01T09:09:44.076000+00:00,1777626584076,1697906403728,18.71,60.05,2,PEN_MOVE,78,127,3,27,746,1
2026-05-01T09:09:44.077000+00:00,1777626584077,1697906403743,-1,-1,0,PEN_UP,0,0,3,27,746,1
2026-05-01T09:09:49.957000+00:00,1777626589957,1697906409592,-1,-1,0,PEN_DOWN,0,0,3,27,746,1
2026-05-01T09:09:49.957000+00:00,1777626589957,1697906409615,16.09,56.73,211,PEN_MOVE,106,81,3,27,746,1
2026-05-01T09:09:49.986000+00:00,1777626589986,1697906409638,16.1,56.68,301,PEN_MOVE,103,80,3,27,746,1
2026-05-01T09:09:49.987000+00:00,1777626589987,1697906409661,16.12,56.64,355,PEN_MOVE,103,81,3,27,746,1
2026-05-01T09:09:50.047000+00:00,1777626590047,1697906409707,16.15,56.64,417,PEN_MOVE,103,79,3,27,746,1
2026-05-01T09:09:50.076000+00:00,1777626590076,1697906409730,16.16,56.67,434,PEN_MOVE,104,80,3,27,746,1
2026-05-01T09:09:50.077000+00:00,1777626590077,1697906409742,16.18,56.72,442,PEN_MOVE,103,80,3,27,746,1
