timestamp,x,y,pressure,dot_type,tilt_x,tilt_y,section,owner,note,page
1697070151322,-1,-1,0,PEN_DOWN,0,0,-1,-1,-1,-1
1697070151348,15.68,34.02,126,PEN_MOVE,109,143,3,27,746,1
1697070151382,15.71,34.01,223,PEN_MOVE,110,142,3,27,746,1
1697070151440,15.73,34.04,266,PEN_MOVE,110,142,3,27,746,1
1697070151451,15.74,34.09,267,PEN_MOVE,110,142,3,27,746,1
1697070151463,15.75,34.18,267,PEN_MOVE,109,143,3,27,746,1
1697070151475,15.75,34.29,270,PEN_MOVE,109,140,3,27,746,1
1697070151486,15.75,34.41,267,PEN_MOVE,110,142,3,27,746,1
1697070151497,15.75,34.52,266,PEN_MOVE,110,141,3,27,746,1
1697070151509,15.74,34.64,262,PEN_MOVE,108,140,3,27,746,1
1697070151521,15.73,34.82,257,PEN_MOVE,108,139,3,27,746,1
1697070151532,15.71,34.97,252,PEN_MOVE,109,139,3,27,746,1
1697070151543,15.69,35.08,241,PEN_MOVE,108,140,3,27,746,1
1697070151555,15.67,35.16,238,PEN_MOVE,109,142,3,27,746,1
1697070151567,15.66,35.2,239,PEN_MOVE,108,143,3,27,746,1
1697070151579,15.67,35.23,240,PEN_MOVE,107,140,3,27,746,1
1697070151613,15.7,35.26,245,PEN_MOVE,107,140,3,27,746,1
1697070151625,15.73,35.26,243,PEN_MOVE,107,141,3,27,746,1
1697070151636,15.78,35.27,241,PEN_MOVE,107,140,3,27,746,1
1697070151648,15.87,35.27,241,PEN_MOVE,106,140,3,27,746,1
1697070151660,15.97,35.26,242,PEN_MOVE,106,142,3,27,746,1
1697070151671,16.07,35.26,242,PEN_MOVE,105,142,3,27,746,1
1697070151682,16.17,35.26,242,PEN_MOVE,109,141,3,27,746,1
1697070151694,16.26,35.26,243,PEN_MOVE,106,142,3,27,746,1
1697070151705,16.32,35.26,243,PEN_MOVE,106,140,3,27,746,1
1697070151717,16.36,35.26,242,PEN_MOVE,106,140,3,27,746,1
1697070151729,16.39,35.26,241,PEN_MOVE,106,142,3,27,746,1
1697070151798,16.4,35.25,1,PEN_MOVE,104,143,3,27,746,1
1697070151821,-1,-1,0,PEN_UP,0,0,3,27,746,1
1697070151953,-1,-1,0,PEN_DOWN,0,0,3,27,746,1
1697070151976,15.68,34.55,187,PEN_MOVE,109,143,3,27,746,1
1697070151999,15.73,34.55,246,PEN_MOVE,110,153,3,27,746,1
1697070152010,15.78,34.55,257,PEN_MOVE,107,153,3,27,746,1
1697070152022,15.85,34.55,260,PEN_MOVE,107,143,3,27,746,1
1697070152033,15.95,34.55,257,PEN_MOVE,109,154,3,27,746,1
1697070152045,16.06,34.55,251,PEN_MOVE,105,141,3,27,746,1
1697070152057,16.14,34.55,243,PEN_MOVE,106,143,3,27,746,1
1697070152068,16.21,34.55,202,PEN_MOVE,106,142,3,27,746,1
1697070152080,16.27,34.54,126,PEN_MOVE,108,153,3,27,746,1
1697070152091,16.31,34.53,9,PEN_MOVE,107,154,3,27,746,1
1697070152107,-1,-1,0,PEN_UP,0,0,3,27,746,1
1697070152226,-1,-1,0,PEN_DOWN,0,0,3,27,746,1
1697070152249,15.73,33.86,194,PEN_MOVE,110,156,3,27,746,1
1697070152260,15.76,33.87,251,PEN_MOVE,107,154,3,27,746,1
1697070152272,15.79,33.88,281,PEN_MOVE,107,158,3,27,746,1
1697070152284,15.85,33.88,297,PEN_MOVE,109,159,3,27,746,1
1697070152296,15.94,33.89,299,PEN_MOVE,108,156,3,27,746,1
1697070152307,16.02,33.89,299,PEN_MOVE,108,156,3,27,746,1
1697070152318,16.14,33.89,295,PEN_MOVE,106,143,3,27,746,1
1697070152330,16.26,33.88,289,PEN_MOVE,106,153,3,27,746,1
1697070152341,16.36,33.88,272,PEN_MOVE,109,154,3,27,746,1
1697070152353,16.46,33.88,167,PEN_MOVE,109,153,3,27,746,1
1697070152365,16.54,33.9,22,PEN_MOVE,107,155,3,27,746,1
1697070152382,-1,-1,0,PEN_UP,0,0,3,27,746,1
1697070156629,-1,-1,0,PEN_DOWN,0,0,3,27,746,1
1697070156652,16.41,34.61,99,PEN_MOVE,106,82,3,27,746,1
1697070156687,16.44,34.62,184,PEN_MOVE,102,82,3,27,746,1
1697070156733,16.47,34.64,236,PEN_MOVE,102,83,3,27,746,1
1697070156756,16.5,34.69,281,PEN_MOVE,102,83,3,27,746,1
1697070156768,16.54,34.74,292,PEN_MOVE,102,83,3,27,746,1
1697070156779,16.57,34.8,297,PEN_MOVE,102,82,3,27,746,1
1697070156791,16.6,34.86,299,PEN_MOVE,102,83,3,27,746,1
1697070156803,16.63,34.93,299,PEN_MOVE,102,82,3,27,746,1
1697070156814,16.68,35.0,298,PEN_MOVE,105,83,3,27,746,1
1697070156826,16.72,35.07,296,PEN_MOVE,105,85,3,27,746,1
1697070156837,16.75,35.12,296,PEN_MOVE,105,84,3,27,746,1
1697070156849,16.77,35.16,296,PEN_MOVE,105,86,3,27,746,1
1697070156860,16.79,35.21,295,PEN_MOVE,105,86,3,27,746,1
1697070156872,16.81,35.27,295,PEN_MOVE,105,85,3,27,746,1
1697070156884,16.84,35.32,294,PEN_MOVE,105,85,3,27,746,1
1697070156895,16.86,35.36,294,PEN_MOVE,105,86,3,27,746,1
1697070156906,16.88,35.4,296,PEN_MOVE,105,84,3,27,746,1
