local_ts,local_ts_ms,timestamp,x,y,pressure,dot_type,tilt_x,tilt_y,section,owner,note,page
2026-04-30T16:25:59.839000+00:00,1777566359839,1697846178451,-1,-1,0,PEN_DOWN,0,0,-1,-1,-1,-1
2026-04-30T16:25:59.840000+00:00,1777566359840,1697846178474,30.34,48.84,182,PEN_MOVE,105,155,3,27,746,1
2026-04-30T16:25:59.868000+00:00,1777566359868,1697846178497,30.36,48.87,348,PEN_MOVE,107,155,3,27,746,1
2026-04-30T16:25:59.898000+00:00,1777566359898,1697846178520,30.39,48.89,393,PEN_MOVE,106,155,3,27,746,1
2026-04-30T16:25:59.900000+00:00,1777566359900,1697846178532,30.41,48.92,393,PEN_MOVE,106,156,3,27,746,1
2026-04-30T16:25:59.901000+00:00,1777566359901,1697846178543,30.44,48.99,392,PEN_MOVE,104,142,3,27,746,1
2026-04-30T16:25:59.930000+00:00,1777566359930,1697846178555,30.47,49.07,396,PEN_MOVE,105,143,3,27,746,1
2026-04-30T16:25:59.930000+00:00,1777566359930,1697846178566,30.5,49.18,417,PEN_MOVE,104,142,3,27,746,1
2026-04-30T16:25:59.958000+00:00,1777566359958,1697846178578,30.52,49.3,427,PEN_MOVE,105,141,3,27,746,1
2026-04-30T16:25:59.960000+00:00,1777566359960,1697846178589,30.54,49.4,436,PEN_MOVE,103,142,3,27,746,1
2026-04-30T16:25:59.960000+00:00,1777566359960,1697846178600,30.56,49.49,437,PEN_MOVE,104,143,3,27,746,1
2026-04-30T16:25:59.988000+00:00,1777566359988,1697846178612,30.57,49.61,436,PEN_MOVE,103,143,3,27,746,1
2026-04-30T16:25:59.989000+00:00,1777566359989,1697846178624,30.58,49.72,433,PEN_MOVE,106,153,3,27,746,1
2026-04-30T16:25:59.989000+00:00,1777566359989,1697846178636,30.59,49.82,431,PEN_MOVE,102,153,3,27,746,1
2026-04-30T16:26:00.019000+00:00,1777566360019,1697846178647,30.6,49.94,429,PEN_MOVE,102,143,3,27,746,1
2026-04-30T16:26:00.019000+00:00,1777566360019,1697846178659,30.61,50.04,428,PEN_MOVE,103,153,3,27,746,1
2026-04-30T16:26:00.048000+00:00,1777566360048,1697846178670,30.63,50.15,427,PEN_MOVE,103,153,3,27,746,1
2026-04-30T16:26:00.049000+00:00,1777566360049,1697846178681,30.64,50.24,425,PEN_MOVE,103,153,3,27,746,1
2026-04-30T16:26:00.050000+00:00,1777566360050,1697846178693,30.65,50.32,424,PEN_MOVE,102,153,3,27,746,1
2026-04-30T16:26:00.078000+00:00,1777566360078,1697846178705,30.66,50.41,424,PEN_MOVE,102,153,3,27,746,1
2026-04-30T16:26:00.079000+00:00,1777566360079,1697846178716,30.66,50.49,422,PEN_MOVE,102,154,3,27,746,1
2026-04-30T16:26:00.108000+00:00,1777566360108,1697846178728,30.67,50.54,421,PEN_MOVE,102,154,3,27,746,1
2026-04-30T16:26:00.109000+00:00,1777566360109,1697846178739,30.67,50.59,419,PEN_MOVE,102,154,3,27,746,1
2026-04-30T16:26:00.111000+00:00,1777566360111,1697846178750,30.67,50.62,417,PEN_MOVE,103,153,3,27,746,1
2026-04-30T16:26:00.139000+00:00,1777566360139,1697846178763,30.67,50.67,417,PEN_MOVE,103,153,3,27,746,1
2026-04-30T16:26:00.139000+00:00,1777566360139,1697846178774,30.68,50.74,416,PEN_MOVE,103,154,3,27,746,1
2026-04-30T16:26:00.139000+00:00,1777566360139,1697846178786,30.68,50.83,415,PEN_MOVE,102,154,3,27,746,1
2026-04-30T16:26:00.168000+00:00,1777566360168,1697846178797,30.68,50.91,415,PEN_MOVE,102,153,3,27,746,1
2026-04-30T16:26:00.169000+00:00,1777566360169,1697846178808,30.68,50.95,416,PEN_MOVE,102,153,3,27,746,1
2026-04-30T16:26:00.198000+00:00,1777566360198,1697846178820,30.68,50.98,416,PEN_MOVE,103,153,3,27,746,1
2026-04-30T16:26:00.200000+00:00,1777566360200,1697846178832,30.68,51.04,416,PEN_MOVE,106,154,3,27,746,1
2026-04-30T16:26:00.200000+00:00,1777566360200,1697846178844,30.68,51.08,415,PEN_MOVE,103,153,3,27,746,1
2026-04-30T16:26:00.229000+00:00,1777566360229,1697846178855,30.69,51.11,415,PEN_MOVE,102,154,3,27,746,1
2026-04-30T16:26:00.258000+00:00,1777566360258,1697846178878,30.69,51.14,413,PEN_MOVE,103,153,3,27,746,1
2026-04-30T16:26:00.288000+00:00,1777566360288,1697846178913,30.69,51.17,411,PEN_MOVE,102,154,3,27,746,1
2026-04-30T16:26:00.348000+00:00,1777566360348,1697846178971,30.69,51.18,213,PEN_MOVE,106,155,3,27,746,1
2026-04-30T16:26:00.350000+00:00,1777566360350,1697846179000,-1,-1,0,PEN_UP,0,0,3,27,746,1
2026-04-30T16:26:00.619000+00:00,1777566360619,1697846179207,-1,-1,0,PEN_DOWN,0,0,3,27,746,1
2026-04-30T16:26:00.619000+00:00,1777566360619,1697846179230,29.68,49.33,243,PEN_MOVE,104,177,3,27,746,1
2026-04-30T16:26:00.620000+00:00,1777566360620,1697846179264,29.67,49.34,430,PEN_MOVE,105,173,3,27,746,1
2026-04-30T16:26:00.679000+00:00,1777566360679,1697846179311,29.71,49.36,443,PEN_MOVE,105,172,3,27,746,1
2026-04-30T16:26:00.679000+00:00,1777566360679,1697846179322,29.74,49.37,446,PEN_MOVE,106,173,3,27,746,1
2026-04-30T16:26:00.708000+00:00,1777566360708,1697846179334,29.78,49.39,447,PEN_MOVE,106,172,3,27,746,1
