timestamp,x,y,pressure,dot_type,tilt_x,tilt_y,section,owner,note,page
1697241209057,-1,-1,0,PEN_DOWN,0,0,-1,-1,-1,-1
1697241209081,13.09,10.6,149,PEN_MOVE,104,59,3,27,746,3
1697241209102,13.12,10.59,260,PEN_MOVE,104,62,3,27,746,3
1697241209161,13.15,10.59,351,PEN_MOVE,105,60,3,27,746,3
1697241209208,13.17,10.62,452,PEN_MOVE,105,62,3,27,746,3
1697241209233,13.17,10.67,438,PEN_MOVE,105,61,3,27,746,3
1697241209241,13.17,10.73,424,PEN_MOVE,105,62,3,27,746,3
1697241209253,13.16,10.83,418,PEN_MOVE,105,61,3,27,746,3
1697241209266,13.15,11.01,414,PEN_MOVE,106,64,3,27,746,3
1697241209276,13.14,11.16,413,PEN_MOVE,106,65,3,27,746,3
1697241209287,13.13,11.29,410,PEN_MOVE,102,65,3,27,746,3
1697241209301,13.11,11.43,409,PEN_MOVE,105,61,3,27,746,3
1697241209313,13.09,11.55,408,PEN_MOVE,105,62,3,27,746,3
1697241209323,13.06,11.67,407,PEN_MOVE,106,62,3,27,746,3
1697241209336,13.03,11.81,407,PEN_MOVE,105,64,3,27,746,3
1697241209347,13.0,11.93,406,PEN_MOVE,106,63,3,27,746,3
1697241209359,12.98,12.04,406,PEN_MOVE,102,62,3,27,746,3
1697241209369,12.96,12.11,406,PEN_MOVE,106,63,3,27,746,3
1697241209380,12.96,12.18,405,PEN_MOVE,106,64,3,27,746,3
1697241209392,12.95,12.24,406,PEN_MOVE,102,64,3,27,746,3
1697241209405,12.95,12.29,405,PEN_MOVE,106,63,3,27,746,3
1697241209415,12.95,12.34,404,PEN_MOVE,106,63,3,27,746,3
1697241209437,12.94,12.39,404,PEN_MOVE,102,63,3,27,746,3
1697241209449,12.94,12.42,404,PEN_MOVE,106,64,3,27,746,3
1697241209462,12.94,12.45,404,PEN_MOVE,102,63,3,27,746,3
1697241209474,12.94,12.49,404,PEN_MOVE,102,63,3,27,746,3
1697241209485,12.94,12.54,404,PEN_MOVE,102,63,3,27,746,3
1697241209497,12.94,12.57,403,PEN_MOVE,102,63,3,27,746,3
1697241209509,12.94,12.61,403,PEN_MOVE,106,66,3,27,746,3
1697241209520,12.94,12.64,403,PEN_MOVE,106,63,3,27,746,3
1697241209544,12.94,12.68,403,PEN_MOVE,106,66,3,27,746,3
1697241209749,12.94,12.7,447,PEN_MOVE,102,66,3,27,746,3
1697241209957,12.94,12.69,524,PEN_MOVE,106,66,3,27,746,3
1697241210052,12.97,12.68,570,PEN_MOVE,105,67,3,27,746,3
1697241210234,12.98,12.65,560,PEN_MOVE,105,68,3,27,746,3
1697241210444,12.99,12.64,588,PEN_MOVE,104,68,3,27,746,3
1697241210503,13.0,12.64,595,PEN_MOVE,104,67,3,27,746,3
1697241210604,12.99,12.64,600,PEN_MOVE,104,68,3,27,746,3
1697241210811,12.99,12.65,693,PEN_MOVE,104,70,3,27,746,3
1697241210917,12.98,12.65,263,PEN_MOVE,103,69,3,27,746,3
1697241210929,12.93,12.66,1,PEN_MOVE,102,67,3,27,746,3
1697241210929,12.93,12.66,1,PEN_UP,102,67,3,27,746,3
1697241213104,-1,-1,0,PEN_DOWN,0,0,3,27,746,3
1697241213126,13.0,12.43,140,PEN_MOVE,106,62,3,27,746,3
1697241213148,12.99,12.43,221,PEN_MOVE,102,60,3,27,746,3
1697241213220,12.97,12.43,431,PEN_MOVE,103,61,3,27,746,3
1697241213278,13.0,12.43,467,PEN_MOVE,103,64,3,27,746,3
1697241213302,13.07,12.43,463,PEN_MOVE,102,62,3,27,746,3
1697241213313,13.15,12.43,461,PEN_MOVE,102,62,3,27,746,3
1697241213326,13.24,12.42,461,PEN_MOVE,102,62,3,27,746,3
1697241213336,13.34,12.41,459,PEN_MOVE,102,61,3,27,746,3
1697241213349,13.43,12.41,458,PEN_MOVE,103,65,3,27,746,3
1697241213359,13.53,12.4,455,PEN_MOVE,103,65,3,27,746,3
1697241213370,13.63,12.41,455,PEN_MOVE,103,65,3,27,746,3
1697241213383,13.77,12.41,455,PEN_MOVE,102,64,3,27,746,3
1697241213394,13.91,12.42,456,PEN_MOVE,102,65,3,27,746,3
1697241213407,14.02,12.42,455,PEN_MOVE,102,63,3,27,746,3
1697241213420,14.09,12.42,455,PEN_MOVE,102,66,3,27,746,3
1697241213432,14.13,12.43,454,PEN_MOVE,103,63,3,27,746,3
1697241213452,14.18,12.43,454,PEN_MOVE,106,63,3,27,746,3
1697241213520,14.15,12.46,282,PEN_MOVE,105,66,3,27,746,3
1697241213533,14.09,12.47,139,PEN_MOVE,105,65,3,27,746,3
1697241213544,13.95,12.53,1,PEN_MOVE,104,64,3,27,746,3
1697241213544,13.95,12.53,1,PEN_UP,104,64,3,27,746,3
1697241213774,-1,-1,0,PEN_DOWN,0,0,3,27,746,3
1697241213795,12.95,11.5,232,PEN_MOVE,102,59,3,27,746,3
1697241213830,12.93,11.47,355,PEN_MOVE,102,62,3,27,746,3
1697241213863,12.96,11.46,405,PEN_MOVE,103,61,3,27,746,3
1697241213889,13.03,11.45,404,PEN_MOVE,102,59,3,27,746,3
1697241213899,13.09,11.45,401,PEN_MOVE,102,63,3,27,746,3
1697241213913,13.17,11.44,399,PEN_MOVE,103,61,3,27,746,3
1697241213922,13.31,11.44,400,PEN_MOVE,102,63,3,27,746,3
1697241213934,13.45,11.43,398,PEN_MOVE,102,61,3,27,746,3
1697241213943,13.58,11.43,399,PEN_MOVE,106,62,3,27,746,3
1697241213956,13.72,11.41,400,PEN_MOVE,105,63,3,27,746,3
1697241213968,13.85,11.38,400,PEN_MOVE,105,62,3,27,746,3
1697241213981,13.93,11.36,399,PEN_MOVE,105,62,3,27,746,3
1697241213992,13.98,11.34,399,PEN_MOVE,105,62,3,27,746,3
1697241214002,14.03,11.33,398,PEN_MOVE,105,62,3,27,746,3
1697241214015,14.06,11.33,399,PEN_MOVE,105,63,3,27,746,3
1697241214027,14.09,11.32,399,PEN_MOVE,106,62,3,27,746,3
1697241214061,14.12,11.32,396,PEN_MOVE,106,61,3,27,746,3
1697241214117,14.07,11.32,170,PEN_MOVE,104,62,3,27,746,3
1697241214129,14.02,11.33,2,PEN_MOVE,104,62,3,27,746,3
1697241214129,14.02,11.33,2,PEN_UP,104,62,3,27,746,3
1697241214361,-1,-1,0,PEN_DOWN,0,0,3,27,746,3
1697241214384,13.11,10.58,270,PEN_MOVE,102,57,3,27,746,3
1697241214408,13.14,10.58,396,PEN_MOVE,102,58,3,27,746,3
1697241214428,13.17,10.58,412,PEN_MOVE,106,60,3,27,746,3
1697241214441,13.2,10.58,408,PEN_MOVE,106,60,3,27,746,3
1697241214453,13.31,10.57,405,PEN_MOVE,102,60,3,27,746,3
1697241214464,13.47,10.56,404,PEN_MOVE,102,60,3,27,746,3
1697241214477,13.66,10.56,405,PEN_MOVE,102,62,3,27,746,3
1697241214486,13.83,10.55,405,PEN_MOVE,102,61,3,27,746,3
1697241214499,14.01,10.55,404,PEN_MOVE,102,62,3,27,746,3
1697241214511,14.16,10.54,403,PEN_MOVE,106,63,3,27,746,3
1697241214521,14.25,10.53,403,PEN_MOVE,103,62,3,27,746,3
1697241214532,14.36,10.52,403,PEN_MOVE,106,62,3,27,746,3
1697241214544,14.43,10.5,403,PEN_MOVE,105,61,3,27,746,3
1697241214557,14.46,10.49,403,PEN_MOVE,105,61,3,27,746,3
1697241214567,14.49,10.47,401,PEN_MOVE,105,61,3,27,746,3
1697241214612,14.48,10.46,108,PEN_MOVE,105,63,3,27,746,3
1697241214612,14.48,10.46,108,PEN_UP,105,63,3,27,746,3
1697241214879,-1,-1,0,PEN_DOWN,0,0,3,27,746,3
1697241214901,14.6,11.56,190,PEN_MOVE,105,62,3,27,746,3
1697241214913,14.6,11.53,251,PEN_MOVE,105,62,3,27,746,3
1697241214948,14.61,11.5,349,PEN_MOVE,103,61,3,27,746,3
1697241214972,14.66,11.54,357,PEN_MOVE,103,62,3,27,746,3
1697241214985,14.75,11.61,378,PEN_MOVE,102,61,3,27,746,3
1697241214996,14.89,11.74,378,PEN_MOVE,106,63,3,27,746,3
1697241215008,15.02,11.88,376,PEN_MOVE,105,64,3,27,746,3
1697241215020,15.12,12.03,375,PEN_MOVE,105,66,3,27,746,3
1697241215034,15.21,12.16,374,PEN_MOVE,105,64,3,27,746,3
