local_ts,local_ts_ms,timestamp,x,y,pressure,dot_type,tilt_x,tilt_y,section,owner,note,page
2026-05-01T09:11:40.509000+00:00,1777626700509,1697906520147,-1,-1,0,PEN_DOWN,0,0,-1,-1,-1,-1
2026-05-01T09:11:40.514000+00:00,1777626700514,1697906520170,42.3,10.33,251,PEN_MOVE,81,142,3,27,746,1
2026-05-01T09:11:40.538000+00:00,1777626700538,1697906520216,42.28,10.34,433,PEN_MOVE,82,142,3,27,746,1
2026-05-01T09:11:40.748000+00:00,1777626700748,1697906520424,42.28,10.36,517,PEN_MOVE,85,139,3,27,746,1
2026-05-01T09:11:40.778000+00:00,1777626700778,1697906520436,42.28,10.36,271,PEN_MOVE,85,140,3,27,746,1
2026-05-01T09:11:40.779000+00:00,1777626700779,1697906520447,42.22,10.23,1,PEN_MOVE,83,140,3,27,746,1
2026-05-01T09:11:40.780000+00:00,1777626700780,1697906520473,-1,-1,0,PEN_UP,0,0,3,27,746,1
