timestamp,x,y,pressure,dot_type,tilt_x,tilt_y,section,owner,note,page
1697070622641,-1,-1,0,PEN_DOWN,0,0,-1,-1,-1,-1
1697070622664,15.1,41.35,172,PEN_MOVE,107,129,3,27,746,1
1697070622698,15.12,41.38,224,PEN_MOVE,108,129,3,27,746,1
1697070622721,15.14,41.43,240,PEN_MOVE,107,128,3,27,746,1
1697070622733,15.16,41.48,246,PEN_MOVE,106,128,3,27,746,1
1697070622744,15.17,41.56,252,PEN_MOVE,106,128,3,27,746,1
1697070622756,15.18,41.66,257,PEN_MOVE,105,124,3,27,746,1
1697070622769,15.2,41.74,257,PEN_MOVE,105,115,3,27,746,1
1697070622779,15.21,41.83,255,PEN_MOVE,105,114,3,27,746,1
1697070622790,15.22,41.92,253,PEN_MOVE,104,114,3,27,746,1
1697070622802,15.22,42.0,253,PEN_MOVE,103,104,3,27,746,1
1697070622814,15.23,42.08,251,PEN_MOVE,103,103,3,27,746,1
1697070622826,15.23,42.19,250,PEN_MOVE,107,103,3,27,746,1
1697070622837,15.24,42.31,249,PEN_MOVE,107,103,3,27,746,1
1697070622849,15.24,42.4,248,PEN_MOVE,107,104,3,27,746,1
1697070622859,15.24,42.5,247,PEN_MOVE,103,102,3,27,746,1
1697070622871,15.24,42.57,245,PEN_MOVE,107,111,3,27,746,1
1697070622883,15.24,42.66,243,PEN_MOVE,107,104,3,27,746,1
1697070622895,15.23,42.76,241,PEN_MOVE,107,102,3,27,746,1
1697070622907,15.23,42.85,240,PEN_MOVE,104,102,3,27,746,1
1697070622918,15.23,42.93,239,PEN_MOVE,107,113,3,27,746,1
1697070622929,15.24,42.99,240,PEN_MOVE,107,112,3,27,746,1
1697070622940,15.24,43.04,241,PEN_MOVE,106,111,3,27,746,1
1697070622952,15.25,43.09,241,PEN_MOVE,106,111,3,27,746,1
1697070622964,15.25,43.13,241,PEN_MOVE,106,111,3,27,746,1
1697070622976,15.26,43.16,241,PEN_MOVE,106,104,3,27,746,1
1697070622987,15.27,43.19,241,PEN_MOVE,105,104,3,27,746,1
1697070623010,15.29,43.24,241,PEN_MOVE,104,111,3,27,746,1
1697070623022,15.29,43.27,239,PEN_MOVE,104,104,3,27,746,1
1697070623045,15.3,43.31,237,PEN_MOVE,104,111,3,27,746,1
1697070623103,15.3,43.31,1,PEN_MOVE,105,113,3,27,746,1
1697070623130,-1,-1,0,PEN_UP,0,0,3,27,746,1
1697070623307,-1,-1,0,PEN_DOWN,0,0,3,27,746,1
1697070623330,16.08,41.41,203,PEN_MOVE,105,137,3,27,746,1
1697070623376,16.11,41.4,366,PEN_MOVE,106,128,3,27,746,1
1697070623399,16.12,41.44,397,PEN_MOVE,105,125,3,27,746,1
1697070623411,16.13,41.53,407,PEN_MOVE,106,116,3,27,746,1
1697070623423,16.13,41.7,403,PEN_MOVE,105,113,3,27,746,1
1697070623434,16.14,41.92,401,PEN_MOVE,103,115,3,27,746,1
1697070623446,16.14,42.09,397,PEN_MOVE,104,113,3,27,746,1
1697070623457,16.15,42.23,396,PEN_MOVE,103,114,3,27,746,1
1697070623469,16.15,42.35,392,PEN_MOVE,103,116,3,27,746,1
1697070623481,16.16,42.48,391,PEN_MOVE,107,115,3,27,746,1
1697070623492,16.17,42.6,389,PEN_MOVE,106,112,3,27,746,1
1697070623504,16.18,42.72,389,PEN_MOVE,107,104,3,27,746,1
1697070623515,16.19,42.83,389,PEN_MOVE,106,104,3,27,746,1
1697070623526,16.2,42.94,388,PEN_MOVE,106,104,3,27,746,1
1697070623538,16.2,43.02,387,PEN_MOVE,105,104,3,27,746,1
1697070623549,16.21,43.09,387,PEN_MOVE,105,104,3,27,746,1
1697070623560,16.21,43.15,384,PEN_MOVE,105,103,3,27,746,1
1697070623573,16.22,43.2,383,PEN_MOVE,106,103,3,27,746,1
1697070623584,16.22,43.23,381,PEN_MOVE,106,102,3,27,746,1
1697070623619,16.22,43.26,377,PEN_MOVE,106,103,3,27,746,1
1697070623665,16.21,43.27,122,PEN_MOVE,105,103,3,27,746,1
1697070623702,-1,-1,0,PEN_UP,0,0,3,27,746,1
1697070624641,-1,-1,0,PEN_DOWN,0,0,3,27,746,1
1697070624664,15.36,42.31,128,PEN_MOVE,107,113,3,27,746,1
